1.0,0.8,1.0,0.6,
1.0,0.8571428571428571,0.8571428571428571,0.2857142857142857,
1.0,0.8888888888888888,0.8888888888888888,0.4444444444444444,
1.0,0.8571428571428571,1.0,0.8571428571428571,
1.0,1.0,1.0,0.875,
0,0,0,0
0,0,0,0
1.0,1.0,1.0,0.6666666666666666,
0,0,0,0
1.0,0.75,0.875,0.125,
1.0,0.875,0.75,0.375,
0,0,0,0
0,0,0,0
1.0,0.7777777777777778,1.0,0.3333333333333333,
1.0,0.8888888888888888,0.7777777777777778,0.1111111111111111,
1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,
0,0,0,0
1.0,0.7142857142857143,1.0,0.42857142857142855,
1.0,0.7142857142857143,0.8571428571428571,0.14285714285714285,
schedulability: 0.13
