,2,2,2,2,2,2,2,2,2,5,5,5,5,5
,1792,4883,44,11123,44,12424,6656,29635,17081,30711,29635,7696,30711,75392
,2,4,2,4,4,4,2,4,4,2,4,4,2,4
,1326,1677,882,1677,3891,3516,6010,3516,3891,6010,3516,19144,28565,19144
,132,132,48,265,48,146,166,4454,48,166,4454,14723,20332,14723
,1117,1117,2419,1117,5475,2371,4346,2371,10196,11351,2371,5389,11351,28216
,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,30,30,36,84,36,60,243,60,250,243,250,250,243,250
,1,59,59,255,374,402,99,402,548,548,548,548,548,548
,1,2,2,3,2,2,3,4,4,3,4,4,4,4
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,37,37,128,37,2403,112,3676,5098,8682,3676,18346,1548,3676,30417
,2,12,133,152,377,4,535,4,377,535,1175,7954,15595,36569
,5,774,814,3812,814,2207,98,10403,814,11000,10403,3675,30454,32711
,3,10,9,25,29,41,2,41,41,2,41,6,2,6
,1,1,2,1,2,2,4,2,2,4,2,4,4,4
,39,39,3427,39,7106,6337,4857,6337,14049,4857,6337,12595,4857,44692
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,887,887,2793,3775,2793,2192,5088,2192,10356,15529,17090,22424,15529,22424
,1,1,4,4,4,1,1,1,4,7,1,7,7,7
,2,2,117,2,345,184,508,744,2705,508,16762,516,508,26084
,20,20,34,20,64,64,64,64,64,64,64,64,64,64
,659,659,3,7020,7241,460,11162,460,7241,11162,460,27736,57068,90335
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,41,49,41,65,49,57,81,89,57,81,211,257,536
,1051,2276,2378,2276,2378,3632,7022,3632,2378,7022,3632,4659,7022,4659
,1,1,1,2,1,2,1,2,3,1,4,4,4,4
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,11,3,11,3,24,1,24,175,1,3850,484,7221,484
,3,3,3,3,3,3,5604,3,4499,5604,3,4474,23090,31045
,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,2,9,6,9,6,12,15,12,21,27,12,237,3711,20772
,29,29,4004,6111,12371,10420,4454,10420,28964,4454,10420,25417,50066,25417
,2,21,6,100,185,4,32,4,185,32,4,420,32,14876
,3,37,2,39,39,1,39,1,39,39,39,39,39,39
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,1,5,6,2,10,10,6,10,10,10,10,10
,1,3,1,4,4,1,3,5,5,5,5,5,5,5
,5,5,3,23,25,19,29,287,321,321,321,223,321,321
,2,2,2,12,2,46,23,271,75,1346,271,2354,5121,16353
,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,2372,5292,6431,11265,6431,10192,8,10192,6431,22422,43340,47370,22422,47370
,165,165,165,165,165,165,3289,165,165,12962,9167,4817,35276,35532
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,4,1,4,4,4,4,4,4,4,4
,3,9,3,27,3,34,34,88,34,375,5768,34,375,9729
,6,14,4,14,4,38,210,38,271,723,1164,8,3838,8
,1,1,2,1,2,6,2,6,2,6,6,6,6,6
,2,2,2,4,2,8,8,8,8,8,8,6,8,8
,411,3557,1283,9927,9899,2284,19962,18937,26209,42304,18937,43827,85595,107542
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,890,2099,671,2099,4168,1058,8495,7738,4168,18663,21831,26049,18663,26049
,34,34,34,34,34,137,728,728,705,728,728,728,728,728
,2,2,14,26,14,26,26,26,32,148,200,36,148,1856
,1,2,2,2,2,2,5,2,2,4546,5096,4,23982,4
,776,776,1244,1496,3048,1881,2628,9307,10294,2628,25004,23970,24093,23970
,18,18,18,18,18,18,386,346,18,386,1247,18,386,18
,1,49,85,173,215,215,73,278,278,257,1040,2,1600,1172
,23,23,23,23,3346,3066,6036,9116,3346,6036,23561,16235,6036,44157
,1,34,98,156,232,74,286,74,232,286,74,286,286,286
,1,1,2,1,2,2,2,2,2,2,2,2,2,2
,145,145,1722,2325,1722,5052,8903,10530,1722,15188,10530,8174,15188,30708
,397,397,2565,397,6193,5609,3032,13078,13666,3032,25410,24902,3032,24902
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,4,4,4,4,4,4,4,4,8,8,4,8,8,8
,1,1,6,1,136,6,303,326,571,303,2804,136,303,136
,2,2,1,2,2,2,2,2,2,2,2,2,2,2
,1,1,34,37,34,80,111,181,34,111,181,113,181,113
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,29,31,32,32,32,29,43,29,43,43,56,56,56,56
,2,19,21,22,21,22,22,214,21,341,214,22,341,22
,854,4076,5359,10285,5359,9703,6435,26423,5359,6435,58034,46648,52159,46648
,1383,1383,4910,7451,13161,2590,1240,19289,28731,24516,50200,39752,68923,106892
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,534,1366,15,3276,15,4773,97,9718,5072,7069,23174,15300,7069,15300
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,29,70,29,70,121,232,121,70,758,758,758,14800,26033
,2,2,6,7,7,7,7,7,7,7,7,7,7,7
,1,34,30,34,30,40,40,40,30,40,40,40,40,40
,1,1,8,5,164,2,5,2,310,310,310,310,310,310
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,15,15,1485,2003,5333,6373,765,13585,12518,765,24605,28,20261,25252
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,17,17,22,17,22,67,44,67,2266,7242,67,10746,7242,39140
,2,2,2,2,2,146,1,146,2,277,146,13722,17978,39782
,2,2,9,2,17,17,17,30,28,34,49,2,66,2
,27,27,45,27,85,57,85,57,85,85,85,85,85,85
,18,18,18,18,18,18,18,18,18,18,18,18,18,18
,58,58,2230,2796,6150,58,5604,58,12925,14945,14212,1909,34855,30100
,2,145,1511,2908,1511,3242,2488,7561,6610,2488,7561,23551,2488,23551
,2,26,1,87,1,26,26,198,178,26,3279,3556,3062,6424
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,19,19,336,1588,4021,580,19,580,4021,19,16163,12184,19,43033
,51,51,33,51,33,349,141,537,33,537,537,537,537,537
,3,79,1072,2516,4676,79,27,79,12719,27,15696,18629,27,48728
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,4,32,82,125,82,109,276,337,304,1019,337,1859,2355,19124
,2,2,4,2,4,4,4,4,4,4,4,4,4,4
,2,2,50,2,50,6,169,6,50,515,369,970,1104,2404
,820,4031,6,10435,8603,8893,22229,8893,8603,22229,8893,9187,22229,9187
,2,4,2,4,2,4,2,4,4,2,4,4,2,4
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,3,3,2,3,62,31,62,31,62,405,282,914,1215,914
,1,37,73,37,73,1,183,1,73,980,1094,1958,980,2040
,39,53,2,53,61,1,116,114,230,116,114,532,116,2522
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,436,436,1066,6335,9543,2584,7099,19581,9543,7099,19581,29109,7099,29109
,1623,4738,7012,11100,15451,13056,10369,29614,15451,33432,29614,43570,81274,111354
,923,923,507,923,507,1989,13548,1989,17590,13548,35980,54460,60891,54460
,2,4,4,4,4,4,4,4,4,4,4,4,4,4
,255,255,2450,2864,6039,2777,727,8337,6039,8877,8337,11786,8877,11786
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,6,6,8,6,8,12,4,12,283,4,12,283,4,2304
,1,4,1,8,1,8,6,8,1,6,1162,1580,6,1580
,240,1460,1065,1460,4114,1763,5394,6926,4114,5394,17190,22016,5394,52935
,2,2,10,2,46,44,86,152,154,264,829,806,1248,1725
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,38,149,95,405,490,99,798,1017,3236,798,14234,10307,798,40692
,2,19,1,73,1,71,813,71,1,11624,13844,17934,32070,47803
,3,3,7,6,10,6,8,6,5216,5505,7974,11061,5505,11061
,490,490,1199,3286,4834,2461,8729,10190,4834,18539,24207,29595,18539,57350
,3,10,15,1332,3749,15,11,7165,3749,7317,7165,23521,7317,23521
,522,522,616,522,4693,4318,2383,4318,12015,2383,18858,23373,21879,23373
,22,22,76,93,76,170,170,445,76,659,445,1122,659,1914
,845,2423,31,5564,4344,475,4300,8828,12257,15064,24129,5046,37427,5046
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,34,2,34,46,46,46,46,46,128,46,46,128,241
,3,40,34,40,40,1,40,40,40,40,40,40,40,40
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,458,458,1134,3280,4884,525,1057,7858,12337,1057,7858,3724,21737,3724
,2,2,2,2,2,2,2,2,2,58,2,2,4661,2
,2,6,4,104,4,131,20,131,185,20,131,266,532,1633
,479,479,10,479,7102,12518,16871,12518,7102,38602,43772,49824,38602,117577
,2,2,4,2,4,4,4,4,4,4,4,4,4,4
,891,4017,590,4017,8224,5657,7499,5657,8224,29089,36879,33534,76239,33534
,639,639,2841,3483,6767,4742,389,4742,13435,10859,18240,10100,29373,10100
,4,4,44,169,44,194,469,504,469,872,504,529,872,1502
,2,7,6,8,8,8,8,8,8,8,8,8,8,8
,2,3,3,3,10,2,12,2,10,12,2,20397,23001,50335
,69,102,68,301,236,33,301,540,3302,5352,9190,7001,20718,31744
,1131,1131,1407,1131,1407,367,9734,367,9044,20191,367,6882,40168,6882
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,650,650,1263,2936,1263,2645,7459,9675,8111,7459,9675,25010,7459,25010
,2,2,1,2,1,2,1,2,1,2,2,2,2,2
,6,6,6,133,174,6,351,6,174,1210,6,477,2805,5214
,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,20,343,279,343,2884,20,6539,20,2884,6539,20,7577,6539,7577
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,7,7,6,7,6,370,77,370,6,77,14873,17033,77,44946
,2,2,2,2,2,2,10,2,10,10,2,8,12,12
,158,1695,1142,4861,5355,2780,7490,10850,5355,7490,26555,46,7490,46
,2,2,31,2,1746,1555,1596,1555,1746,9923,1555,1193,9923,1193
,1,1,1,51,101,101,176,1024,854,2424,13622,14509,23632,14509
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,2,1,184,225,312,979,5061,225,979,16865,447,979,447
,1,1,1,1,1,1,51,1,1,51,67,67,51,299
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,410,1789,1135,1789,5017,3613,10565,12027,13374,22035,12027,26063,41696,54444
,1,2,1,2,3,3,3,3,3,3,3,2,3,3
,1,2,3,2,3,5,9,44,3,840,1591,7,840,7
,1,1,3,108,3,7,46,7,3,46,7,46,2087,46
,700,700,964,3626,4916,1663,9793,1663,4916,20020,16187,13138,40870,13138
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,15,71,4,71,328,521,71,1228,328,71,7464,6374,71,10820
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,751,2167,1866,2167,5390,618,2717,8090,5390,13575,22429,24814,13575,24814
,31,58,141,255,141,251,394,251,141,6993,6378,294,22013,16822
,28,28,20,28,20,19,4644,19,6443,4644,13874,19850,23671,19850
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,10,5,77,110,47,218,47,110,218,47,384,218,432
,23,34,23,34,582,77,4984,77,582,14213,13243,34,34944,34
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,6,6,5,6,35,689,33,689,35,33,14194,2647,16889,33782
,528,1722,14,1722,3376,4264,4,11281,3376,8954,11281,4920,8954,4920
,9,48,60,48,60,48,84,48,60,188,176,24,289,208
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,6,2,6,6,6,2,6,6,6,6,6
,3,3,149,3,149,35,624,35,694,624,1195,1669,624,1669
,1,1,1,1,4,5,5,5,4,5,5,5,5,5
,2,2,2,4,2,11,1,23,2,1,23,33,31,605
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,8,8,47,8,47,132,228,132,228,311,356,634,2026,22403
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,3,4,3,5,5,5,3,5,5,5,5,5
,2,4,10,4,59,38,8,38,83,77,493,1047,77,1047
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,4,4,6,4,16,2,86,2,16,86,2,90,86,1581
,76,98,98,98,400,98,287,614,400,1166,614,953,1166,1166
,1,59,33,59,239,371,1,371,859,1,1979,100,1,100
,2,2,110,136,110,524,604,524,110,604,656,656,656,656
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,4,8,8,8,8,214,6,466,8,6,466,466,466,466
,34,34,48,34,48,165,48,165,48,48,165,446,48,22835
,13,13,1,13,1,28,3399,5644,1,13687,5644,906,13687,30018
,3,3,1423,1603,1423,3455,1844,8113,1423,1844,20515,16502,15757,44795
,246,2696,4179,8520,4179,6886,1479,23349,20690,1479,23349,25930,45269,89437
,2,2,71,147,71,2,539,2935,4616,9460,15693,1437,9460,1437
,109,3203,5445,8969,5445,1677,1029,1677,5445,1029,32566,29055,44303,29055
,4,4,110,4,161,161,51,161,161,51,161,161,51,161
,401,401,1412,1386,3694,1672,403,8292,11230,403,8292,5695,403,37202
,2,5,4,5,12,12,12,12,12,12,12,12,12,12
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,3,6,14,6,14,8,10,8,106,113,8,97,113,97
,1,1,4,4,5,5,5,5,5,5,5,5,5,5
,8,37,8,37,8,49,290,49,8,1354,1779,265,23972,21118
,550,550,1179,550,9685,5195,16664,19861,9685,16664,53050,550,16664,65368
,2094,2094,2871,7970,10932,12180,20290,12180,10932,20290,12180,13334,20290,79942
,1756,4873,405,10607,8386,12906,5785,29213,24697,5785,59170,1308,5785,1308
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,6,1,9,9,9,9,9,9,9,9,9,9
,35,44,1,44,128,88,789,88,128,1865,88,1474,1865,27580
,1,1,1,2,1,2,2,2,2,2,2,2,2,2
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,6,18,38,48,38,14,22,14,38,22,244,1012,671,2154
,2,2,2,2,2,2,2,2,2,4,2,4,4,4
,14,39,67,39,196,196,231,196,196,238,238,238,238,238
,1,1,1,1,5,2,1,2,31,1,2,30,31,31
,91,1198,1231,1198,5293,1843,8448,1843,12937,18840,1843,21517,33771,44073
,3,75,75,151,75,146,137,151,75,137,151,151,137,151
,2,2,4,2,4,4,4,4,12,4,4,12,269,12
,2,47,64,47,64,64,98,64,64,98,257,81,553,81
,2,4,4,4,4,4,6,4,4,103,106,106,103,16879
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,2,1,2,254,303,254,2,303,254,376,464,376
,5,5,5,5,5,5,94,5,5,3839,5,52,3839,23971
,1,1,1,3,2,4,3,45,8,3,45,46,3,46
,1458,1458,772,1458,772,6611,6665,6611,17169,30482,40297,62578,30482,62578
,8,8,2,18,2,44,12,44,56,12,44,417,590,1934
,3,10,14,41,67,14,51,14,71,51,14,58,51,58
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,2,2,2,2,2,1,2,2,2,2,2,2,2,2
,10,10,26,10,26,297,10,297,635,2133,12033,74,2133,74
,1,1,58,1,205,75,2,456,649,2,759,352,759,352
,194,2958,161,8600,161,12496,4478,12496,161,4478,12496,24616,49346,24616
,4,4,8,56,8,8,68,317,317,68,317,2410,2677,2410
,4,34,4,34,4,175,351,2011,4,9497,17918,14614,29185,14614
,12,12,12,12,12,12,12,12,12,12,12,12,12,12
,10,14,8,810,8,8,3059,8,8,3059,8,4,18196,19518
,3,3,1,6,6,5,34,62,6,34,62,5,34,489
,1,7,76,120,173,1,3,1,173,194,226,226,226,226
,2,2,1,6,46,29,1733,3550,46,11185,19714,9,11185,27325
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,36,36,36,36,36,36,36,36,36,36,36,36,36,36
,745,1940,734,1940,734,6436,6968,12590,7685,15301,22227,5031,15301,26021
,2,2,2,4,2,4,8,4,158,212,212,212,212,212
,2,2,89,109,89,209,109,367,89,367,367,637,883,1080
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,2,2,2,2,1,2,2,2,2,2,2,2
,2,2,9,2,9,9,9,9,9,9,9,19,477,19
,160,160,1697,160,10142,13336,21568,13336,27244,21568,13336,68031,21568,68031
,1,2,1,3,3,2,3,2,3,3,3,2,3,2
,1,1,4,1,4,63,79,63,79,272,272,188,696,769
,6,2982,2393,2982,2393,3601,22185,20292,19177,22185,20292,21396,69549,89556
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,2,5,12,9,14,17,12,14,70,5,14,70
,42,42,62,42,62,110,113,110,62,113,113,113,113,113
,9,9,36,36,36,36,36,36,36,36,36,36,36,36
,2,2,6,11,6,6,3378,6,6,13420,6,6,13420,27780
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,2,2,2,2,4,2,2,4,4,4,4,2,4,4
,6,6,38,6,38,6,14,6,38,14,6,564,14,564
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,2,1,2,1,2,2,2,2,2,2,2,2,2
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,83,110,245,110,245,637,318,637,245,318,637,1175,318,1175
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,236,3029,172,9097,172,1090,17740,1090,172,17740,1090,35811,62960,35811
,2,2,140,2,158,71,158,208,286,286,495,340,286,340
,73,73,127,101,2515,1665,426,7076,7802,426,7076,16592,14787,16592
,2,37,92,37,3715,2958,5934,2958,3715,5934,19334,2329,5934,34716
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,8,8,2,8,96,78,312,78,354,312,78,323,312,14678
,2,4,6,4,215,5,356,356,215,356,356,356,356,356
,1,2,2,3,2,3,3,3,4,4,3,4,4,4
,7,30,30,30,30,30,30,277,30,30,277,3518,30,3518
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,30,30,30,70,30,152,217,152,187,217,152,108,367,108
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,14,14,4,14,14,14,14,14,14,14
,2,4,2,4,8,9,2,9,8,9,9,9,9,9
,12,12,36,12,36,24,301,24,311,301,24,296,1466,296
,816,816,62,816,62,4987,1643,12362,62,11840,27121,9523,32747,39992
,743,3386,2187,8863,2187,5684,6105,5684,17573,6105,5684,58643,52016,58643
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,66,66,102,207,459,714,915,714,459,7261,714,1247,25708,1247
,8,8,6,37,6,4,325,247,6,1313,1641,4,3711,2464
,1,1,1449,1,1449,3258,1749,11214,8830,11474,22817,1,11474,1
,1,1,2,1,2,2,86,92,2,197,211,127,197,312
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,34,78,133,78,301,45,290,352,361,290,352,89,290,361
,1453,4599,6583,4599,6583,660,8181,17891,6583,8181,17891,29124,8181,29124
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,51,51,2,51,2,136,314,556,2,556,556,556,556,556
,93,93,2137,93,2137,2051,6212,9745,2137,17250,25474,1881,17250,1881
,2,2,56,56,60,59,60,63,68,156,63,310,156,611
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,6,6,33,33,33,34,66,34,33,1375,2375,3723,1375,3723
,450,1495,1,1495,2404,1,4438,4424,6723,12497,16899,13163,12497,42414
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,5,5,5,5,2842,4875,3451,4875,9862,12913,4875,7,12913,23487
,736,736,2944,736,2944,5171,1003,5171,2944,10692,18924,7368,10692,31763
,2,2,72,212,521,574,760,574,521,1571,574,1590,1590,1590
,4,4,26,4,73,32,26,154,213,187,154,524,187,2451
,4,4,4,4,8,2,2,2,8,4152,9593,19388,26256,48546
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,2,1,220,47,2,837,1119,1125,5013,682,1125,682
,1,2,5,10,5,9,56,9,5,393,393,14,393,393
,3,3,4,3,148,6,6,404,404,6,404,284,6,404
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,1,5,1,74,5,199,265,1384,265
,31,31,31,85,85,85,121,139,139,351,139,495,894,1080
,1,1,5,1,7,7,2,7,7,2,7,6,7,6
,2,3,3,3,3,2,10,926,3,9760,926,7328,32045,39237
,2,2,2,2,4,8,86,152,4,258,152,423,258,1033
,3,28,4,28,29,29,29,29,29,29,29,29,29,29
,2,2,4,4,4,4,4,4,4,4,4,4,4,4
,20,20,44,1128,44,3972,6835,3972,44,18458,3972,25140,18458,25140
,2,2,1,4,1,1,13,11,1,319,2153,168,17006,21221
,1,1,2,2,2,2,1,2,2,1,2,2,1,2
,103,188,188,344,188,362,464,362,188,464,705,859,964,1297
,2,5,5,7,8,8,11,15,15,11,34,34,11,39
,452,452,5105,452,5105,7590,11860,22849,19895,11860,22849,59512,58484,128026
,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,65,2,73,4,73,73,73,73,245,245,73,245
,25,69,166,239,166,166,1,166,824,781,166,840,17282,840
,2,2,12,2,12,20,20,20,28,20,20,14,20,215
,582,1934,1831,1934,5665,3354,1154,3354,5665,11942,18705,1232,11942,1232
,7,7,18,7,82,66,42,66,579,42,66,11098,42,11098
,2,2,4,2,12,14,79,14,300,340,476,764,340,764
,21,126,35,126,307,260,260,755,307,960,755,1250,6772,1250
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,8,8,12,69,12,12,158,12,395,931,1002,405,931,10420
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,1,1,1,1,1,1,10,1,10,10,200,417,10,28548
,1429,4551,4341,4551,4341,13215,17430,30283,21351,40792,30283,4901,84414,70759
,2,3,2,3,2,3,3,3,2,3,3,3,3,3
,286,286,2068,2699,2068,1370,6595,7848,2068,17322,7848,14847,35804,14847
,7,8,11,8,11,7,2432,2771,11,12222,2771,19693,31329,19693
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,4,4,7,10,7,10,18,18,7,18,18,11,18,18
,2,8,8,8,8,296,416,296,416,416,416,416,416,416
,490,1659,2,1659,2,1912,1261,1912,2,1261,1912,4070,21762,4070
,1,1,8,26,8,43,3720,43,8,3720,43,2831,25330,32774
,1,2243,1755,8341,1755,3908,21229,20164,18072,21229,20164,22139,68457,89699
,36,125,36,268,36,373,484,1041,36,484,12196,812,11716,812
,28,161,30,161,487,402,402,1322,487,1664,1322,2054,2692,2054
,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,2152,2152,5804,2152,5804,6873,5427,24195,23225,5427,57597,58576,52892,126487
,6,6,12,6,45,23,79,140,154,79,793,69,79,69
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,2,6,2,6,6,12,26,6,38,60,10,82,74
,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,2,8,78,8,131,66,78,66,131,131,131,131,131,131
,18,1460,3577,4329,3577,6754,10341,6754,3577,20715,6754,24061,20715,52498
,2,2,2,160,2,210,402,210,382,402,402,402,402,402
,1,1,1,1,3,1,3,1,3,3,1,3,3,3
,3,4,7,4,241,146,6,146,388,6,146,388,388,388
,1,1,1057,2121,5004,135,3038,135,13051,3038,135,18830,3038,41508
,4,6,4,6,4,6,8,10,4,10,10,10,10,10
