30,30,54,30,54,54,3033,6870,54,11860,6870,195,11860,195
605,2173,2945,2173,7179,8129,5766,16547,7179,5766,16547,8644,5766,41741
2,2,2,2,2,2,2,2,2,2,2,2,2,2
137,137,123,1032,123,187,1932,2015,1932,1932,5815,2082,6711,2082
1366,3655,370,3655,370,898,14970,13760,370,14970,13760,1071,14970,47086
2,2,2,2,2,2,2,2,2,2,2,2,2,2
454,454,1,4299,1,4190,1740,14912,1,16741,14912,30133,16741,72624
287,1620,2555,1620,5885,5110,1978,13871,5885,13156,34758,22978,42503,22978
1573,1573,2499,4543,6779,3354,2357,12859,16377,15506,31740,27741,15506,27741
1,1,8,1,8,8,8,8,8,8,8,8,8,8
1,1,1,1,1,2,1,2,4,5,11,1,22,20
25,589,35,4106,4408,5828,11324,5828,4408,25810,26354,7196,49867,7196
67,312,611,739,823,67,312,67,823,312,823,170,312,823
1010,2554,93,7738,93,1485,11511,14214,12445,11511,14214,42641,11511,42641
1,1,1,1,3,2,1,5,3,6,5,7,6,16
30,30,30,30,30,30,30,30,30,30,30,30,30,30
1057,3155,1956,3155,7248,323,7412,10719,7248,22495,33999,37992,55736,37992
1085,1085,2803,4181,6735,1461,7375,1461,14394,7375,17179,4158,28669,34424
11,11,11,11,11,11,11,11,11,11,11,11,11,11
1488,3345,1582,3345,7170,8906,4215,18482,7170,18122,18482,30038,45599,68845
1561,4112,849,4112,7055,1693,2596,1693,7055,18316,1693,19522,53108,69207
2,2,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,21,21,21,21,21,21,21,21,21,21,21,21,21
207,207,84,791,882,975,493,1980,882,493,1980,1980,1980,1980
8,12,12,12,12,12,12,12,12,12,12,12,12,12
10,10,26,26,26,26,26,26,26,26,26,26,26,26
2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,56,56,56,56,56,56,56,56,56,56
1584,1584,2713,1584,2713,6781,2084,6781,12983,2084,27193,1154,2084,1154
932,1755,1657,3493,1657,1316,51,1316,5089,51,8552,11768,10700,24162
1,2,2,13,19,3,8,112,112,8,140,140,8,140
3,3,6,3,6,8,2,8,17,2,17,17,2,17
2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2
2122,3516,2316,3516,2316,3516,5513,7998,2316,5513,15134,4467,19388,20587
21,21,21,21,21,21,21,21,21,21,21,21,21,21
7,7,7,7,7,7,7,7,7,7,7,7,7,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,1857,1337,1857,5788,23,2364,8313,15176,2364,8313,1368,2364,39483
14,14,18,70,70,40,113,144,70,113,362,546,113,546
88,88,1318,2608,1318,88,5947,88,1318,21980,88,39326,21980,83692
4,15,15,24,24,21,24,21,24,24,21,12,24,24
2,2,2,2,2,2,2,2,2,2,2,2,2,2
14,1529,1465,1529,5323,5107,8768,12813,13063,8768,28365,12560,30111,12560
2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,3,5,3,5,5,1512,3509,2963,1512,3509,4493,23294,36390
1447,3135,547,3135,547,3135,5376,3135,547,12516,3135,4473,12516,4473
363,363,3202,363,3202,5397,4501,14017,11035,15932,14017,16848,15932,53481
826,2196,2912,3825,4309,926,3925,926,4309,3925,8534,12981,13322,12981
1,1,1,1,2,2,3,5,4,7,5,10,13,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,52,42,52,1762,3845,1059,12142,1762,12708,28521,5706,37802,5706
210,210,171,1463,171,8,1568,8,1568,1568,1568,1568,1568,1568
3,4,4,4,4,4,3,4967,5131,4,24484,4770,4,4770
118,224,66,224,224,224,224,224,224,224,224,224,224,224
5,5,5,5,5,5,5,5,455,455,5,1157,2155,1157
1916,4360,2727,4360,2727,9913,2324,21131,2727,18634,21131,37767,18634,37767
10,10,10,10,10,10,10,1271,1573,10,4086,958,3350,6604
2,2,2,2,4,4,8,4,10,14,14,8,26,26
1153,1517,1631,1517,4138,4008,2441,4008,9220,9598,13517,17699,22009,35265
700,700,350,3524,350,3927,3160,3927,7831,3160,3927,15144,3160,44878
2,2,2,2,2,2,2,2,2,2,2,2,2,2
