39,39,80,80,80,80,80,80,80,80,80,80,80,80
535,535,2468,2317,5582,1388,6528,1388,5582,6528,13916,22778,24937,48824
754,754,2728,754,2728,6080,7553,6080,2728,7553,6080,8974,7553,41236
1530,1530,3795,1530,3795,7898,12022,7898,15090,27334,29991,683,27334,683
35,76,26,76,76,76,76,76,76,76,76,76,76,76
1,1,691,847,3700,1620,2190,7870,3700,11091,19926,11458,28707,35983
785,785,3724,4057,3724,6351,9374,6351,3724,22206,6351,8633,47694,45740
2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1293,2242,1435,4655,4505,2041,4527,2041,11924,4527,17743,23031,28097,55730
10,10,10,2132,10,10,4535,10,10,16725,15734,15749,41632,15749
176,556,548,556,1552,820,1152,820,1552,5415,820,5762,5415,5762
2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2
85,817,336,2843,336,860,7196,7422,336,7196,7422,15201,7196,15201
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,293,3502,293,3502,6611,3337,17973,15068,19328,40287,42857,50375,42857
2,2,2,2,2,2,8,8,8,8,22,22,26,48
1,1,1,1,1,1,1,1,1,1,1,1,1,1
173,549,874,549,874,549,1519,549,3070,4161,549,2433,7432,2433
1444,1444,2590,1444,6049,1119,798,8221,6049,10944,22942,10400,10944,10400
1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,286,55,286,55,1304,1151,1304,55,6677,1304,2562,23551,2562
1,1,1,1,1,1,1,1,1,1,1,1,1,1
770,2853,3475,5499,7134,2733,7650,2733,15190,19177,2733,5650,19177,38047
20,20,46,20,46,46,46,46,46,46,46,46,46,46
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1448,3042,3128,3042,8582,7787,8099,7787,8582,23915,29788,29240,53349,72336
2,2,2,2,6,6,2,12,12,12,24,12,28,12
5,33,33,66,33,5,66,132,33,231,363,227,231,660
2,2,2,2,2,2,2,2,2,2,2,2,2,2
18,18,75,18,75,75,75,75,75,75,75,75,75,75
2,2,4,2,6,2,10,8,6,10,8,8,26,34
346,346,765,346,765,6533,806,14911,9663,806,14911,19729,23850,19729
2,2,2,2,2,2,2,2,2,2,2,2,2,2
561,2051,1135,2051,1135,1241,7740,8594,1135,17607,8594,15527,28122,31430
84,144,119,144,179,179,144,284,179,319,529,144,319,144
1,1,1,1,1,1,1,1,1,1,1,1,1,1
495,495,3385,3053,3385,5291,1146,5291,8762,9334,5291,2206,28617,2206
396,396,784,396,784,1080,705,3319,3065,705,3319,4261,6846,14734
484,484,1110,3931,5293,1733,8662,10964,5293,8662,10964,32484,32456,64849
8,64,92,64,92,94,94,94,94,94,94,94,94,94
24,24,24,24,24,24,24,24,24,24,24,24,24,24
1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,68,76,68,2623,35,931,35,10652,931,35,91,23988,32793
1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4
12,89,4,89,4,257,14,2169,4,1123,2169,461,1123,24579
2066,3974,464,8722,6515,5217,8667,5217,6515,8667,5217,4033,39507,48976
2,2,2,2,2,2,2,2,2,2,2,2,2,2
310,1563,2387,3773,5765,408,6994,408,11166,6994,11525,12366,22980,12366
1,1,1,2,1,2,2,2,4,2,2,6,11,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,32,32,32,32,32,32,32,32,32,32,32,32,32
545,2050,4171,4783,7103,3139,4516,8881,12066,4516,8881,17722,4516,38896
36,169,199,169,199,3,440,451,199,440,451,867,5569,27512
2,2,2,2,6,2,6,8,6,16,20,24,32,24
994,2082,1993,2082,1993,3812,3573,10173,7757,3573,22271,12376,3573,36497
299,299,2786,3351,2786,6900,8434,6900,11662,8434,24604,19897,8434,19897
2,2,2,2,2,2,2,2,2,2,2,2,2,2
614,1455,1061,3764,3963,5013,4019,9620,3963,4019,19087,15264,4019,37049
1,1,2,1,3,3,2,7,7,7,13,1,15,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2
708,2204,2239,5196,2239,2288,9478,10281,10152,17248,21289,21289,17248,38973
16,16,56,16,56,19,56,56,56,56,56,56,56,56
15,15,1173,15,3465,434,3711,434,8227,10281,434,2279,10281,2279
841,841,2627,3058,2627,704,9538,7426,10197,20962,7426,5099,20962,5099
1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1147,1,3976,3502,5491,4009,5491,12203,15949,5491,31896,15949,65038
642,642,710,1447,1528,821,726,3032,1528,726,6033,3982,5319,3982
6,1250,669,3781,4010,6,1551,6889,11290,11470,22751,17369,32682,43997
10,10,275,10,275,2827,7092,10467,275,15944,10467,5324,15944,5324
957,2016,238,4612,3402,2809,4521,9628,10183,4521,23501,23079,4521,52749
56,133,89,133,89,105,118,105,89,118,480,113,118,113
6,6,6,6,6,6,6,6,6,6,6,6,6,6
381,1818,3053,3702,3053,13,4930,13,3053,13748,12434,9681,13748,9681
704,704,1436,3412,4840,5789,1056,14679,4840,12253,14679,6830,12253,6830
1,1,1,1,1,1,1,1,1,1,1,1,1,1
