5,5,791,5,1837,606,1837,1837,1837,1837,1837,2161,2179,2357
34,76,8,169,8,34,219,34,237,219,279,279,219,279
135,135,183,279,279,183,279,183,279,279,183,323,386,427
50,480,2,480,583,286,583,583,583,583,583,583,583,739
57,336,145,336,145,970,926,2030,145,2079,2030,2259,2079,2700
74,428,209,428,209,853,853,853,209,961,961,1083,1815,1880
217,472,417,472,417,472,472,584,417,584,584,535,584,637
209,209,483,209,483,1192,587,3441,483,3463,3441,1690,3463,33184
212,212,456,456,456,456,456,456,456,456,456,560,560,560
454,454,1061,454,1061,6500,6189,16779,1061,21010,43095,11792,21010,62023
64,64,161,64,1241,623,1231,623,1241,1791,1835,1784,1791,1784
1332,3121,454,3121,5065,7306,1292,16325,13910,1292,16325,18510,26734,51659
1,1,1,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,2692,1787,2692,7089,5899,6199,5899,7089,6199,34121,32049,6199,83305
214,214,556,556,556,556,556,556,556,556,685,571,556,746
337,337,337,337,337,337,337,337,337,337,423,54,337,441
12,12,27,12,27,1483,27,1483,27,27,1483,1849,27,1849
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021,2414,2920,5952,7146,2400,7271,2400,11661,7271,2400,5830,7271,5830
1389,3673,1680,3673,7875,1881,3168,14219,19772,3168,14219,30476,35166,71905
2,2,2,2,2,2,2,2,2,2,2,2,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,285,237,285,285,225,285,225,285,285,225,285,383,285
1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,45,45,45,45,45,45,45,45,45,53,53,53,53
213,213,679,972,1551,195,185,1551,1551,185,1754,1598,185,1598
130,542,38,542,38,325,542,325,542,542,542,542,690,749
7,7,506,7,506,6144,9159,6144,506,21751,24142,11276,44151,11276
78,476,527,527,527,18,527,18,527,527,527,527,639,639
558,2185,1593,5459,6109,1059,9046,10100,6109,21530,10100,32667,43906,64694
1513,1513,4901,1513,4901,11933,9666,24757,17712,27657,24757,5244,27657,5244
154,611,220,611,611,611,238,611,611,611,755,611,755,611
2,2,2,2,2,2,2,2,2,2,2,2,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1
450,2092,1284,5415,5935,8190,282,17213,5935,282,36305,10495,25627,44158
2,2,2,2,2,2,2,2,2,2,2,2,2,2
11,175,386,175,386,992,26,992,1418,1418,992,26,1418,1719
42,112,132,355,883,895,15,1223,1190,1088,2069,1247,1088,1247
2,2,2,2,2,2,2,2,2,2,2,2,2,4
60,60,60,60,60,60,60,60,60,60,60,60,2792,60
83,83,3,83,5878,7814,5945,17214,5878,5945,36308,9265,5945,9265
1193,1193,2995,1193,2995,6763,7155,12870,2995,15579,32238,8973,45477,46290
254,254,311,254,311,311,311,311,311,353,311,311,353,475
1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,8,8,8,8,8,8,12,8,8,12,8
1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,273,1103,273,1853,463,1853,463,1853,1853,1885,2925,14423,37499
2,2,2,2,2,2,2,2,2,2,2,2,2,4
9,9,9,57,326,9,9,1289,2359,1852,1289,4701,20965,4701
2,2,2,2,2,2,2,2,2,2,2,2,2,4
9,447,1,1129,1,80,1949,80,1,1949,80,208,17294,21166
66,66,66,66,66,66,66,66,66,66,66,66,186,66
8,48,8,111,8,36,933,1291,8,14456,1291,12339,43878,54266
235,692,352,1616,1637,200,2068,2241,2261,2068,2241,1084,2652,1084
2,2,2,2,2,2,2,2,2,2,2,2,2,2
313,313,384,384,384,384,201,384,384,384,384,485,384,524
34,34,34,34,34,18,34,34,34,34,34,42,34,50
425,2790,348,2790,348,9787,3597,9787,348,21654,33766,43301,21654,43301
529,2535,200,2535,200,5655,3101,15753,10827,3101,15753,19109,3101,54593
65,65,176,65,176,29,29,592,592,29,592,628,29,832
57,57,70,112,70,112,243,112,243,397,112,9732,397,9732
28,28,28,28,28,28,28,28,28,28,28,28,28,28
35,35,373,35,373,373,373,373,373,373,373,451,373,451
124,589,287,850,850,711,126,711,850,1242,711,1535,2778,3536
516,516,766,516,766,1678,7413,12990,9729,7413,34159,15926,37611,55087
301,301,544,544,544,544,544,544,544,3110,10498,9327,3110,9327
1,1,1,1,2,1,1,1,4,1,1,1,1,3612
1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,20,562,562,562,562,562,562,562,562,639,562,562,562
2,2,2,2,2,2,2,2,2,2,2,2,2,2
65,65,128,65,128,377,377,377,128,377,515,377,515,515
2,305,305,305,305,305,305,305,379,305,448,448,448,448
369,369,1210,1270,1210,846,1061,846,1766,1061,1892,1766,3809,1766
61,61,532,726,532,1649,210,2131,532,210,2131,2103,2344,2103
198,198,518,198,518,232,518,232,518,518,528,518,614,629
12,12,665,476,665,1485,1485,1485,2009,1485,1485,356,2373,2464
226,226,488,488,488,488,488,488,500,601,488,556,601,556
339,339,900,1238,900,1278,180,3031,2988,180,3425,3044,180,3044
288,514,465,514,514,514,514,514,514,514,514,616,635,616
58,58,620,58,620,1797,1,3071,2833,1,18014,625,8005,625
400,400,1881,3246,5798,1771,3947,1771,13796,3947,17475,4983,23627,31447
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,424,424,424,424,338,424,338,424,424,338,424,424,26601
23,23,242,23,242,1106,1346,2201,242,2281,11643,1734,2281,24637
342,342,450,342,450,450,450,450,450,450,552,450,450,450
3,1477,3420,5124,9942,4229,16876,18356,9942,35830,18356,25904,70181,25904
32,32,32,32,32,32,32,32,32,32,32,32,66,32
1250,1250,2800,4681,7270,2975,10731,11898,16288,23515,11898,25112,45615,25112
26,26,26,26,26,26,26,26,26,26,26,26,32,26
11,11,87,11,337,337,337,337,337,337,13349,5331,337,5331
2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,2,2,2,2,1,2,2,2,2,2,2,2
256,786,478,1715,1838,274,130,274,3202,3148,3279,1147,3148,1147
1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,242,1,534,534,534,93,534,534,93,534,534,93,701
114,1697,1284,1697,5871,3141,371,3141,5871,371,21031,17949,25483,17949
16,28,28,40,52,52,33,5860,6555,33,31626,30824,33,83502
212,530,4,530,953,994,685,994,2034,685,2195,2388,685,2388
2,2,2,2,2,2,2,2,2,2,2,2,2,2
28,238,156,491,156,491,491,491,491,491,10658,491,491,15447
2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,275,275,275,275,275,281,275,304,281,275,365,365,365
238,592,117,1001,117,1001,5,1001,1001,5,1230,1001,5,1230
2,2,2,2,2,2,2,2,2,2,2,2,2,4
135,135,521,521,521,521,521,521,521,521,611,521,521,521
3,3,294,792,294,792,552,792,294,552,792,1183,4938,19843
2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,142,2,142,1276,2267,3183,2267,3735,3183,2267,3776,3183,30475
2,2,2,2,2,2,2,2,2,2,2,2,2,2
160,542,277,542,277,337,542,542,542,1882,542,542,24831,21674
1,424,671,1231,671,868,894,3078,2946,894,22102,3081,20291,3081
130,130,199,130,1264,1317,606,1317,1264,2369,1317,2551,8965,2551
309,309,878,3468,878,5415,2865,5415,7518,10050,5415,11629,10050,41749
2,2,271,2,271,1996,3119,3952,3346,4083,4335,349,4083,4447
1280,1280,1253,1280,5882,8455,10400,17596,14904,22942,35505,20089,22942,53136
237,237,632,632,632,90,632,90,632,632,90,747,747,798
36,36,883,36,883,999,1324,6976,883,10814,6976,15460,35437,15460
60,60,47,718,47,1034,1034,1034,47,1034,2443,1487,10166,1487
52,52,52,52,52,52,52,52,52,52,52,165,52,232
156,580,40,1163,1024,1163,1163,1163,1163,1163,1971,1163,1163,1163
149,478,210,478,210,1683,1664,1683,2167,7009,13131,9244,7009,9244
221,226,222,978,222,1562,238,1562,222,238,1562,7456,35782,7456
2,2,2,2,2,2,2,2,2,2,2,2,2,4
